Reviewed,Name,Class,Type,Materials,Created,URL,tags
No,Population Segmentation,Machine Learning Nanodegree,Online Course,,"September 8, 2021 11:41 AM",https://classroom.udacity.com/nanodegrees/nd009t/parts/670d5990-4694-47a7-887d-c84710e15a45/modules/b242580a-f3b5-4f56-8959-56a2a95e64c3/lessons/53bc0d8c-18d7-4ba4-8ea8-dc661bd7fe0a/concepts/e94f2703-3a5b-47a6-b7c2-b28fa6c7f875,"K-means clustering, Population segmentation, Supervised learning, Unsupervised learning"
